"","logFC","logCPM","F","PValue","FDR","GeneSymbol"
"YOR261C",3.93865898521166,5.31526707459121,88.65386462827,1.88003576919727e-07,5.37987932795458e-06,"RPN8"
"YML009C",3.46037819206301,3.0161795076236,88.6424049852669,1.88411722153582e-07,5.37987932795458e-06,"MRPL39"
"YOR178C",2.61365354251117,5.63068510320748,88.3241122742818,1.92330858829779e-07,5.41958067906504e-06,"GAC1"
"YHR180W",-9.55242754259388,0.756810385626787,69.2048678205306,1.92478914256369e-07,5.41958067906504e-06,NA
"YFL050C",-4.14393660153904,2.51744052339479,88.3609815755203,1.92722157768477e-07,5.41958067906504e-06,"ALR2"
"YFR017C",3.40607645433177,4.07364365563056,88.1758657890302,1.94376800453696e-07,5.43864334133759e-06,"IGD1"
"YMR002W",2.68981735380549,4.52573550496709,88.0713317566407,1.95775057496969e-07,5.45037760071561e-06,"MIX17"
"YJL089W",3.54760686835757,2.6183035023536,87.8250156250223,1.99462094013311e-07,5.52539770878663e-06,"SIP4"
"YNL144C",2.80622739006751,3.73116884640459,87.5997441734542,2.02386534262193e-07,5.57865456817769e-06,NA
"YLL060C",-4.67138107120413,2.18007519874282,87.3895640092617,2.08165054763959e-07,5.70967007352573e-06,"GTT2"
"YHR071W",3.28125817154892,5.20164128124838,86.9370735734583,2.11915263128511e-07,5.78404012303701e-06,"PCL5"
"YLR056W",-4.79628312339164,4.16001599336923,86.632137531664,2.16638070995871e-07,5.88410136246346e-06,"ERG3"
"YNR067C",3.05303044059177,3.57549000194117,86.4094756824274,2.20132497579472e-07,5.94998906078884e-06,"DSE4"
"YNL101W",-4.44805116188652,4.21304855158547,86.1741681984569,2.23774741774438e-07,6.01921624251241e-06,"AVT4"
"YBL001C",2.72211999059297,3.56597529487045,85.8493503061973,2.28950187308162e-07,6.1288203987108e-06,"ECM15"
"YLR285C-A",4.77815619126957,2.06419729092325,85.4914972387431,2.3609271496379e-07,6.28584133862672e-06,NA
"YEL039C",5.48925049438977,6.16061436587721,85.3116656400423,2.37787253762394e-07,6.28584133862672e-06,"CYC7"
"YDR492W",-3.49539952065663,3.89890107956102,85.2944251747357,2.38202680037758e-07,6.28584133862672e-06,"IZH1"
"YDR261W-A",-3.40912246748443,4.13873354632059,85.0262775230275,2.4283196377873e-07,6.3777753505659e-06,NA
"YNR043W",-4.49018229994166,2.38889486484343,84.9624939815928,2.454996996672e-07,6.41756961383554e-06,"MVD1"
"YOR045W",2.69798803628615,3.60532380795978,84.6029351898426,2.50330541367964e-07,6.51327315110666e-06,"TOM6"
"YER065C",2.68213900347609,3.54634623762217,84.2403535746258,2.56984224788093e-07,6.65529378427954e-06,"ICL1"
"YCR102C",-6.27475090835421,2.19980761366386,84.6764505976425,2.58329347189029e-07,6.65915650531719e-06,NA
"YBR112C",3.6856724790003,3.12982774888075,84.0880133677715,2.59917017441521e-07,6.66920715720916e-06,"CYC8"
"YHR090C",4.32065580078737,2.51690520071862,83.836226786233,2.65261582393473e-07,6.77512151727917e-06,"YNG2"
"YIL077C",2.82051190940384,2.18131889674485,83.601269940462,2.69661814667522e-07,6.83725271727235e-06,NA
"YLR390W",4.87795956956705,2.4399148384919,83.6141999743539,2.70150071443951e-07,6.83725271727235e-06,"ECM19"
"YDR357C",4.08952120245759,2.22548603917179,83.4588550399722,2.73025586710697e-07,6.87876229323603e-06,"CNL1"
"YER150W",3.52757518531831,6.65518474337653,83.2107284120958,2.76770919982063e-07,6.94171388495552e-06,"SPI1"
"YLR218C",3.53406055804631,1.86086025212625,82.8264206301523,2.86119891980796e-07,7.14401595761916e-06,"COA4"
"YKL054C",5.02803579895197,5.39743945419164,82.5986215330074,2.89504578633211e-07,7.19625666888268e-06,"DEF1"
"YDR463W",3.03650444078411,3.27400870189618,82.3895977344315,2.94182123973799e-07,7.28002696127161e-06,"STP1"
"YMR206W",4.51475805027797,0.754823138086326,82.8519070690484,2.96204940089559e-07,7.28887264537981e-06,NA
"YDR527W",3.54078102619509,3.26493891741031,82.2546762384191,2.9715770303542e-07,7.28887264537981e-06,"RBA50"
"YLR204W",3.00484439354031,3.38507902901168,82.1067893250371,3.00345833806651e-07,7.33476141506768e-06,"QRI5"
"YBR101C",4.15337557483997,4.5157790581911,81.9140770998984,3.04559033301806e-07,7.4051733511985e-06,"FES1"
"YCL020W",-3.7871943164027,4.25650285205828,81.3937758513043,3.16632555400026e-07,7.66526116724931e-06,NA
"YKL060C",-3.41341202871896,8.67542871732328,81.2615198558495,3.19598585518593e-07,7.70357110029232e-06,"FBA1"
"YPL158C",2.85557328351233,2.16583431239725,81.2030058550181,3.21786092107393e-07,7.72286621057744e-06,"AIM44"
"YHL024W",2.86601887246633,2.91349753547033,81.0890938601339,3.24120435734289e-07,7.74550466166746e-06,"RIM4"
