"","logFC","logCPM","F","PValue","FDR","GeneSymbol"
"YKR016W",-1.0156713407461,4.51437010681651,11.6165762720641,0.00421566496257137,0.0152817854893212,"MIC60"
"YAL063C",0.793024107073988,2.43799150009036,11.6072783570923,0.00422800984255986,0.0153165639579527,"FLO9"
"YMR070W",1.19142644216153,2.38006662512608,11.6045273231067,0.00423172325785974,0.0153200488294948,"MOT3"
"YMR221C",0.952584047107028,2.75187603004576,11.6034033212368,0.0042350472253918,0.0153221201760764,"FMP42"
"YDL185W",0.67016396411895,5.75608678189851,11.5912401044514,0.00424695196268866,0.0153488675928771,"VMA1"
"YOR059C",0.636163614102576,2.96377462808841,11.5908530871284,0.00424795347712349,0.0153488675928771,"LPL1"
"YGL226W",-0.699516006894101,1.88962122530413,11.5874532472028,0.00425340700611472,0.0153586058430913,"MTC3"
"YDR334W",0.65884075988621,3.2183255446746,11.575022709297,0.00426755841969481,0.0153933449691978,"SWR1"
"YBL041W",-0.604067911935348,4.54706169666114,11.5739800831324,0.00426855686645859,0.0153933449691978,"PRE7"
"YPL098C",-1.17554108697119,0.499550110708265,11.5865123921418,0.00427180924948755,0.0153951028486386,"MGR2"
"YOR131C",-0.84935909422724,1.46718433219506,11.5676203504894,0.00428028980611433,0.0154156879951129,NA
"YNL315C",0.658109856271608,2.72056264295512,11.5607705368721,0.00428583207036734,0.0154256709552717,"ATP11"
"YHR155W",0.643960034231446,2.65727647290952,11.5446532298395,0.00430627914163485,0.0154841909910361,"LAM1"
"YJL083W",0.915119961302086,1.14796725217823,11.5484024832804,0.00430765298942437,0.0154841909910361,"TAX4"
"YDR208W",0.587447296757578,3.45186527612188,11.5345422457331,0.0043184142666218,0.0155128584751937,"MSS4"
"YMR297W",0.821198689003275,5.54896490247695,11.496642746081,0.00436647857569298,0.0156754047127392,"PRC1"
"YEL024W",-0.628065291234208,5.33204410023702,11.493541177718,0.0043704964931166,0.0156788112734286,"RIP1"
"YMR078C",-1.19640072515317,0.683949077392833,11.5032541986043,0.00437305925065276,0.0156788112734286,"CTF18"
"YFL031W",-0.832708707288156,5.09256663987388,11.4737795206071,0.00439598058900318,0.0157468563437202,"HAC1"
"YMR181C",0.601311144230423,4.37971499178402,11.4725266069084,0.00439769425547503,0.0157468563437202,NA
"YMR238W",-0.970666794794647,2.23406781304819,11.447071949517,0.00443192199889972,0.0158592170243404,"DFG5"
"YGR131W",1.52238341371372,-0.350190834231486,11.455996041459,0.0044366505745818,0.0158659411684467,"FHN1"
"YGL221C",-0.924088355600005,1.83949762680173,11.4415249608663,0.00443984810409922,0.0158671850087448,"NIF3"
"YKL100C",0.692772936911235,3.30050214795744,11.4275684759641,0.00445657929512539,0.0159022018178536,"YPF1"
"YLR193C",-1.01388923294389,1.86773294226708,11.4287601892307,0.0044581251063799,0.0159022018178536,"UPS1"
"YER136W",0.681036738355219,3.61157243549101,11.4263885712153,0.00445821426682281,0.0159022018178536,"GDI1"
"YGL048C",-0.610197241098099,3.92300629367293,11.4137984407904,0.00447453932960893,0.0159502144604754,"RPT6"
"YOR065W",-0.816889677686649,5.16315003026247,11.4013457575127,0.00449089999676321,0.0159982925028647,"CYT1"
"YKL113C",-0.735974871226703,1.64817918879176,11.4000688936573,0.00449492411497164,0.0160023896880832,"RAD27"
"YBR065C",0.834897963621882,1.9021390003585,11.345818663147,0.00456714904130733,0.0162491283463254,"ECM2"
"YML116W",-0.754097019386357,2.17012513683225,11.3370295242165,0.0045810472087675,0.0162881678533956,"ATR1"
"YER172C",0.635539161342572,3.24969813985891,11.3253221331247,0.00459338554458949,0.0163216150046422,"BRR2"
"YGR164W",-1.59482391378312,0.499397392899563,11.3327624712361,0.00460809025791321,0.0163634225485081,NA
"YML043C",-0.985417617810329,0.78807518926829,11.2934069220168,0.0046466312714452,0.016489766041687,"RRN11"
"YGR224W",1.01078704584915,0.206531295591064,11.3133031758478,0.00464959451489665,0.0164897721394551,"AZR1"
"YPL158C",-0.66968077082635,2.16583431239725,11.2825128895546,0.00465338424211964,0.0164927074857557,"AIM44"
"YBR252W",-1.1461503225313,0.413189337688143,11.2937322182971,0.00465954401119504,0.0165038391109418,"DUT1"
"YGR044C",0.949242137214927,1.09524852422919,11.2811539829613,0.00466245311090363,0.0165038391109418,"RME1"
"YNR065C",-0.826229091907775,2.80640618766342,11.2605042262898,0.00468280876207335,0.0165653616183128,NA
"YKL020C",0.60741278506211,3.8675856857264,11.2551470813933,0.00468979631529994,0.0165795465927556,"SPT23"
"YJL001W",-0.585057450621661,3.86181607891497,11.2233657017547,0.00473428031838783,0.0167261883329844,"PRE3"
"YML083C",1.58002290864229,-0.157628822643111,11.2479991581249,0.00474157406415026,0.016741334425611,NA
"YLR453C",1.17498172074888,0.692295797903298,11.1950906434073,0.00479086770742362,0.0168940054630828,"RIF2"
"YEL066W",-0.846795365860626,2.33409463502005,11.1851829160382,0.00479088265556891,0.0168940054630828,"HPA3"
"YKR065C",-0.702232562684898,2.24800314268119,11.1808026212454,0.00479569839238291,0.0169002839549291,"PAM17"
"YGR122W",1.13817588568025,0.490590929407391,11.135536310062,0.00479913459033765,0.0169016960145478,NA
"YMR307W",-0.963057603750234,4.66104579170915,11.1751073705805,0.00480274982700453,0.0169037364328453,"GAS1"
"YPR060C",-0.789799763339698,1.15097051466207,11.1785578378809,0.00480640259457482,0.0169059062833813,"ARO7"
"YER144C",-1.14153541390958,1.10230444628202,11.1392942515796,0.00486054464915819,0.01708555088795,"UBP5"
"YPR048W",-0.878822380635218,1.27420648968756,11.11202521999,0.00489932677330914,0.0172110103935554,"TAH18"
"YIL047C",0.60082729998596,4.4791499608006,11.0922162552118,0.00492319800427254,0.0172839637375722,"SYG1"
"YLR352W",0.80215457286758,2.26511649676463,11.0628261380601,0.00496832944136191,0.0174314167167631,NA
"YAL051W",0.667901810448365,2.52584512291293,11.0597393667418,0.00497225363358678,0.0174341991384201,"OAF1"
"YOR236W",-0.734477658851495,1.64562420358705,11.051972225879,0.00498559323158494,0.0174699704930554,"DFR1"
"YCR068W",1.31210667439578,0.840339448876869,11.038515770424,0.00502437241880223,0.0175947834137678,"ATG15"
"YBL028C",-0.988718314986039,1.80223185368255,11.0112951184201,0.00504677251577285,0.0176501391267125,NA
"YGL135W",-0.831758072359072,5.29942469894382,11.0093569437794,0.00504705539137595,0.0176501391267125,"RPL1B"
"YDR260C",-0.97110560803008,0.834701394787082,11.0144466304881,0.00504968958851528,0.0176501391267125,"SWM1"
"YER150W",-0.776768122123491,6.65518474337653,10.9731959520474,0.00510217883909328,0.0178224164216257,"SPI1"
"YDR126W",-0.827712713197219,1.0681664275149,10.9703063085324,0.00511282209755675,0.0178483971405618,"SWF1"
"YDR436W",0.919614198280419,1.63944693164142,10.9497531140782,0.00514358472293853,0.0179445361762668,"PPZ2"
"YNL259C",-1.10744045055285,0.996580366796134,10.9479204918502,0.00515305025099948,0.0179615014949191,"ATX1"
"YIL056W",0.580016492896668,4.92052647431577,10.9373387531297,0.00515761578630594,0.0179615014949191,"VHR1"
"YLR270W",0.570998573116952,4.40559322713493,10.9371145768549,0.00515812515990941,0.0179615014949191,"DCS1"
"YNL005C",-0.623517685258994,3.68156193638251,10.9319690911134,0.00516621113776745,0.0179784147594307,"MRP7"
"YNL297C",0.655431048524946,3.13791542635165,10.9204831161829,0.00518435600293155,0.0180200950587413,"MON2"
"YJL077C",1.20274478015446,1.26365294821406,10.9289249136891,0.00518467216330371,0.0180200950587413,"ICS3"
"YDR259C",-1.09928862053689,2.80953817906828,10.9186451707094,0.00518789733821161,0.0180200950587413,"YAP6"
"YNCD0002C",-1.06360580521533,3.145882885678,10.9115861776433,0.00519836861123718,0.0180452097427485,NA
"YPL220W",-0.793024896384863,5.19101261806521,10.9065097442597,0.00520584919171874,0.0180575149478631,"RPL1A"
"YBR079C",-0.627898384214256,2.7008931881136,10.903530047243,0.00521118112001982,0.0180575149478631,"RPG1"
"YDL029W",-0.73870067894833,2.93668865122473,10.9031632713431,0.0052116426941839,0.0180575149478631,"ARP2"
"YPR141C",-1.12958584342379,2.13963293750688,10.8971974881367,0.00522234531270746,0.0180833449634049,"KAR3"
"YDR272W",0.693322696024844,3.51842552811363,10.8809020135755,0.00524653726304724,0.0181558231700727,"GLO2"
"YDR310C",0.699714974962725,3.15560874915305,10.8711823724343,0.0052621278209067,0.0181984644141668,"SUM1"
"YEL072W",-0.74513253678351,1.3091750065223,11.5304013880407,0.00527347632953691,0.0182263911873752,"RMD6"
"YLR051C",-0.943063607060961,1.62926713644687,10.8628085212436,0.0052779643649117,0.0182305865904643,"FCF2"
"YDR003W",-0.766433141762614,1.7955294780979,10.8393635610332,0.00531492519969885,0.0183468713651105,"RCR2"
"YMR120C",-0.798879648018138,3.29436568523655,10.8317962122325,0.00532542723052742,0.018371734088957,"ADE17"
"YIL138C",-1.26040025602566,2.33744087021934,10.8232504554728,0.00534058384813547,0.0184126135395779,"TPM2"
"YLR023C",0.663937720381617,3.06297129767637,10.8181219616064,0.00534873619445171,0.0184293088680118,"IZH3"
"YPL278C",0.825258669936552,1.67012771248251,10.8136724249733,0.00536000427376771,0.0184567123044766,NA
"YHR142W",-0.955435970867575,1.01824072936345,10.8059673174988,0.00537415137030465,0.0184939893880447,"CHS7"
"YGL216W",0.690631927473218,1.84960810545625,10.7964160555978,0.00538438601845023,0.0185177648861834,"KIP3"
"YKL134C",-0.71112136176576,1.97908909565806,10.787646751426,0.00539877058316117,0.018555774448791,"OCT1"
"YKL172W",-1.15408698752909,2.71871452444954,10.7643009775699,0.00543592270688829,0.0186719417840555,"EBP2"
"YKL154W",-1.02471351846129,1.08144862513706,10.7565734259853,0.0054549325704044,0.0187256871467396,"SRP102"
"YMR071C",-0.637954228459705,2.52240260258352,10.7321422343421,0.00548938814243873,0.0188323556235976,"TVP18"
"YIL094C",-0.57896086574842,2.89098236931027,10.7200773320702,0.0055092187323309,0.0188887499394202,"LYS12"
"YNL156C",0.594125755798522,3.64784815704902,10.7099183683935,0.00552590383256999,0.0189095695995551,"NSG2"
"YNCE0011C",-1.48340786321305,3.14193352184232,10.7098961260348,0.00552622806647986,0.0189095695995551,NA
"YDR314C",0.874220467488782,1.66096444049068,10.7110384663937,0.00552854341584692,0.0189095695995551,"RAD34"
"YPR028W",-0.62165998475227,4.10020428492555,10.708067189433,0.00552887559412281,0.0189095695995551,"YOP1"
"YGR214W",-0.77317242680206,4.19477736669394,10.7053619673553,0.00553347847971977,0.0189136943984528,"RPS0A"
"YAL037W",1.47603693176146,-0.115011190476417,10.5893989163564,0.00554195305334438,0.0189310396325285,NA
"YPL274W",1.05455252919022,2.84508094481106,10.6993810386014,0.00554686399015939,0.0189361978523651,"SAM3"
"YPL243W",-0.821852080651762,2.16786713720406,10.6820307517301,0.00557423446902871,0.019017976423745,"SRP68"
"YNR010W",-1.26099096504804,0.526707933052767,10.6924630043753,0.00557837299885038,0.0190204414314751,"CSE2"
"YGL106W",-0.92529831690501,1.73870661294473,10.6736770048118,0.00559006094807596,0.0190398098069879,"MLC1"
"YPL199C",-0.886471028126524,1.41669726909021,10.6739039912639,0.00559089242715971,0.0190398098069879,NA
"YLR438C-A",-1.1266441537275,1.92571139750229,10.6675212535535,0.00560044738726556,0.0190606913522583,"LSM3"
"YPL219W",0.681834236015831,2.00439748502653,10.6553544762354,0.00562029419818701,0.0191165535097772,"PCL8"
"YML094W",-0.850752313299844,1.03046881138903,10.6373821106087,0.00565621662505094,0.019209692097312,"GIM5"
"YAR068W",-1.14320939623597,0.547873937196305,10.6135215683007,0.00565787896775249,0.019209692097312,NA
"YPL150W",0.619898498593803,2.58813973669126,10.6331317001836,0.00565802712636346,0.019209692097312,NA
"YNL220W",-0.614038154576825,4.05588864072127,10.6187842664321,0.00568167039058766,0.0192782088572773,"ADE12"
"YHR171W",0.938978004290248,1.76453886469072,10.6111223220309,0.00569763932007416,0.0193206185957204,"ATG7"
"YML131W",-0.797932192916068,5.28500504525135,10.6052695993758,0.00570503501602168,0.0193339226836328,NA
"YIL073C",0.919708194732237,1.42221901022405,10.6023594093454,0.00571504734880417,0.0193520168234464,"SPO22"
"YPL088W",0.62946968067082,2.70831187893404,10.5991034068935,0.00571732537258789,0.0193520168234464,NA
"YDR528W",-0.964146275274003,2.11141388040052,10.595625738401,0.00572357958450266,0.0193614162372484,"HLR1"
"YDR372C",-0.56533533914973,3.08387696861406,10.5823253624963,0.00574577916092549,0.0194247106059703,"VPS74"
"YDL197C",0.959058489694094,1.3980017650783,10.5551028228513,0.00580043709732559,0.0195955656030448,"ASF2"
"YPL252C",-1.16885840639403,1.00287359497715,10.5557270556554,0.0058033562642638,0.0195955656030448,"YAH1"
"YCR042C",0.640336215761841,2.82885977521529,10.5415522283846,0.00581832860183441,0.0196342143363721,"TAF2"
"YGL040C",-0.677475295691774,3.09554659950135,10.5033240279313,0.00588686136815086,0.0198534488781732,"HEM2"
"YIL002C",0.79178380191543,2.15230967432212,10.4961773173812,0.00590106151608594,0.0198892920832727,"INP51"
"YGR026W",0.590181308161743,3.76400632780366,10.4868540900555,0.00591649606417245,0.0199264432912953,NA
"YHL040C",-0.836758361241804,2.23846230307996,10.4866906928373,0.00591924159551048,0.0199264432912953,"ARN1"
"YOR338W",0.599605573807871,2.67241527539307,10.4713838906,0.00594535133505674,0.0200022454583661,NA
"YPL084W",0.75803388691368,2.0156414992781,10.463961086801,0.00596026286951972,0.0200403041409938,"BRO1"
"YBR138C",0.939799332793575,1.41793891663411,10.4621605550459,0.00596642165379374,0.0200489051106358,NA
"YNL160W",0.637846206989854,7.95837149334719,10.4564928761688,0.00597180691640987,0.0200548980160254,"YGP1"
"YOR109W",0.74243750134656,2.42869051374209,10.4528810224087,0.00597994884837438,0.0200701357370395,"INP53"
"YKL065W-A",1.549394183233,0.503256025950991,10.4377435337733,0.00601150949162181,0.0201639065357532,NA
"YER063W",-0.615055553985558,2.64323661907296,10.4301604725438,0.00602130568731245,0.0201843680483303,"THO1"
"YEL043W",0.60438764820254,2.32991653576086,10.4285041102931,0.00602485985925375,0.0201843680483303,NA
"YJL148W",-1.09960055978736,1.35951426189096,10.4282052514175,0.00602909330309459,0.0201864049979739,"RPA34"
"YPL029W",0.658393603220186,1.87429131599677,10.4253296904395,0.00603302654349484,0.0201874349724635,"SUV3"
"YDR479C",0.627656019715246,2.60192846238389,10.4210209558618,0.00603869280469242,0.0201942591810975,"PEX29"
"YDR308C",-1.27734603516645,0.403989339716089,10.4220690306646,0.006066734948898,0.0202758584606627,"SRB7"
"YMR116C",-0.835981719887695,4.81674660798031,10.3659231247512,0.00614136871499048,0.0205129820066389,"ASC1"
"YHR112C",-0.608553639402074,3.47794664089747,10.3550923271941,0.00616233890071311,0.0205609170222984,NA
"YER094C",-0.544266960142906,3.56808255391066,10.3532486229023,0.00616575422405866,0.0205609170222984,"PUP3"
"YNL009W",0.94606779732857,1.0695667926143,10.3580031574318,0.00616679802931724,0.0205609170222984,"IDP3"
"YLL045C",-0.763295988671363,4.46655545243877,10.338666751246,0.00619347295724496,0.020637496963459,"RPL8B"
"YBR248C",-0.913080989264335,1.84904503941149,10.3357321177027,0.0062015147450132,0.0206519342704746,"HIS7"
"YLL038C",0.778657099583804,0.961602951833286,10.3169677662902,0.00624607616121298,0.0207866026243646,"ENT4"
"YJR021C",-1.0538907862205,0.16128484854966,10.331532785908,0.00624942040107514,0.0207866026243646,"REC107"
"YHR007C",0.792557936015051,5.13681697003077,10.281187136582,0.00630502485354952,0.0209510389634642,"ERG11"
"YMR321C",-0.929085305915143,0.761305017773171,10.2876699532718,0.00630638313627264,0.0209510389634642,NA
"YHR018C",-0.702963333290936,4.58144094051596,10.2782570296038,0.00631064697458387,0.0209527026562212,"ARG4"
"YDR175C",-0.752171045012336,1.6916645932951,10.277680040005,0.00631466929956124,0.0209535629677932,"RSM24"
"YNL333W",-1.00387008954338,0.758630301910418,10.2754867109586,0.00632854647020275,0.0209871034818874,"SNZ2"
"YDR326C",0.693084722285513,3.37101551653629,10.2602613558434,0.00634643175833995,0.0210338881133553,"YSP2"
"YBR239C",0.792327126218749,2.14046644996623,10.2546130887168,0.00635904626241519,0.0210631585896061,"ERT1"
"YLR138W",0.548673069648949,3.44445791438437,10.2498796385683,0.00636690270071202,0.0210766434230467,"NHA1"
"YDL127W",-1.12562750865313,0.172933102101897,10.265924795292,0.00637802115065911,0.021100904198972,"PCL2"
"YGR170W",0.665431650395188,2.19308961402558,10.2427221448106,0.00638241333448663,0.021102896345856,"PSD2"
"YHR163W",-0.995627267026986,2.12879612346703,10.2357219184386,0.00639640530896137,0.0211049804923679,"SOL3"
"YEL026W",-0.839058734856049,2.45393452514045,10.2353383235078,0.00639647505068037,0.0211049804923679,"SNU13"
"YPR107C",-0.818186655969305,1.18984883779368,10.2369989781223,0.00639794089688124,0.0211049804923679,"YTH1"
"YGL086W",-1.30678152015465,2.49983471521466,10.2347394105756,0.00639820529294486,0.0211049804923679,"MAD1"
"YLR410W",0.702841308512627,3.38819234780306,10.2300458772859,0.00640642076081081,0.0211195682629927,"VIP1"
"YBL018C",-0.729673796395452,1.09979063257075,10.2209317539151,0.00643061358387746,0.0211867789556389,"POP8"
"YMR286W",-0.864596474863514,2.79698125711766,10.1867395873636,0.00649389372788898,0.0213826140017066,"MRPL33"
"YJR012C",1.15614692021043,0.467040589025879,10.196591853182,0.00650077014089187,0.0213847310185345,NA
"YER053C-A",0.547637061669126,4.3992899213922,10.1822775023148,0.00650221796235253,0.0213847310185345,NA
"YCL014W",0.63024971335792,2.24925929465549,10.1800856174449,0.00650808680793637,0.0213913974891321,"BUD3"
"YFL060C",-1.05018394422352,0.307596411738666,10.187691414486,0.00653391851690643,0.0214636332165988,"SNO3"
"YEL006W",0.933572812998019,1.73169560488267,10.149632350821,0.00657334472719404,0.0215704202857664,"YEA6"
"YLR045C",-0.921435203212574,2.14052644038652,10.1482433036882,0.00657417442976751,0.0215704202857664,"STU2"
"YGL091C",-0.686921515519828,1.64441934358328,10.145636689409,0.00658007112498505,0.021573954438936,"NBP35"
"YDR261C",-0.873642782162964,2.6867990784498,10.1421019105382,0.00658508504568937,0.021573954438936,"EXG2"
"YOR034C",0.731477314717293,2.51413371952628,10.1403871292668,0.00658896809082025,0.021573954438936,"AKR2"
"YKL203C",0.65443587970405,3.26799874972132,10.1392471222065,0.00659075008991203,0.021573954438936,"TOR2"
"YDR125C",0.865895115898016,0.868729313074188,10.1231110284109,0.00663584435992262,0.0217088022303461,"ECM18"
"YOR195W",-1.59809326550916,3.27409954764171,10.0865212512108,0.00670077773778487,0.0219083561033389,"SLK19"
"YKL050C",0.917047202136887,2.03198863226808,10.084617691253,0.00670608510413644,0.0219128414670374,NA
"YIL016W",-0.757786328372724,1.72469428308596,10.0829454436064,0.00671022781397518,0.0219135181631752,"SNL1"
"YAR019C",0.743464707355591,1.10947756278016,10.0807084164306,0.0067206019149207,0.0219231548140793,"CDC15"
"YPL189C-A",-0.823636245595518,3.56948165314844,10.0764403416777,0.00672162409134898,0.0219231548140793,"COA2"
"YDL174C",0.54163752269908,3.98907954851848,10.0747212357002,0.00672499073679012,0.0219231548140793,"DLD1"
"YKL051W",0.809058732906085,1.10372522837714,10.0752340717396,0.00673205993712644,0.0219321849206691,"SFK1"
"YIL160C",1.03268805036753,1.50188143441875,10.0718823773475,0.00673563868792102,0.0219321849206691,"POT1"
"YLR054C",1.28584792944512,0.541287313557705,10.0778439973807,0.00674898006081131,0.0219627825707758,"OSW2"
"YBL006C",-0.792620944123117,1.93394339206155,10.0552288326923,0.00676836308583326,0.0220072260920621,"LDB7"
"YBL046W",0.778827828090441,1.23231535815524,10.0563144872458,0.00677054207896954,0.0220072260920621,"PSY4"
"YER114C",0.604662492818014,2.57862425723393,10.0484545891912,0.00678198362642253,0.0220315547444111,"BOI2"
"YJL165C",0.674876693053021,4.35571488733777,10.0331043204361,0.00681344331512852,0.0221208468680091,"HAL5"
"YDR422C",0.593192581599189,2.50640589540528,10.0215625687672,0.0068392776854991,0.0221879837102138,"SIP1"
"YFL034W",0.637406847394226,2.70187171544318,10.0200970377109,0.00684209195948942,0.0221879837102138,"MIL1"
"YBR169C",0.615830615586096,5.36503546615096,10.0035565269102,0.00687697184798921,0.022288113649362,"SSE2"
"YOL133W",-0.709550807596812,1.52652211539361,9.99803266019223,0.00689275620909094,0.0223262749111218,"HRT1"
"YHR130C",1.14740195866436,-0.0617132870198934,10.0169611068964,0.00689749282852792,0.0223286279472346,NA
"YDR351W",0.67543304737217,2.23072441954756,9.98624201140548,0.00691623583953295,0.0223762935238347,"SBE2"
"YOR259C",-0.536429317208823,3.65664489358661,9.97498846395535,0.00693943024140229,0.0224382970871823,"RPT4"
"YNL023C",0.670173049979506,3.14176759277063,9.92470014482312,0.00705074885188192,0.0227850084778169,"FAP1"
"YHR106W",0.671907374225409,2.41619594078837,9.90452854636476,0.00709748261172733,0.0229227280638618,"TRR2"
"YMR007W",0.962167026337699,0.483464114249226,9.90533998829146,0.00711935875567816,0.0229800519139803,NA
"YML025C",-0.546518566048156,2.81918503471848,9.88466860215167,0.00714085970168619,0.0230360989681279,"YML6"
"YBR157C",1.74152337501211,0.0465948458386859,9.87882378943551,0.00715184837549345,0.0230581886246367,"ICS2"
"YMR033W",-0.683737759431466,2.0975953870274,9.87008116359567,0.00717493299962098,0.0231192285543343,"ARP9"
"YMR306W",0.733224964729767,2.02675256758072,9.86070672445917,0.00719663529631829,0.0231725917463719,"FKS3"
"YBL033C",-0.660661801902504,3.18580585780797,9.85858365651275,0.00719981747866799,0.0231725917463719,"RIB1"
"YBR054W",0.575816801764287,7.15145211032393,9.83683070655536,0.0072491953019991,0.0233180354948186,"YRO2"
"YNL273W",-0.704224456127407,2.41312099276799,9.83142450120425,0.00726296845513237,0.0233488500913262,"TOF1"
"YEL067C",-1.05942688662675,1.21289145707573,9.83956687685126,0.00727649723115963,0.0233788439602405,NA
"YDL024C",0.752243655103858,1.9861683572861,9.81947007893278,0.00729182251799541,0.0234024525614621,"DIA3"
"YDR234W",-0.715095691527791,2.37182794182268,9.81792593360466,0.0072942391893596,0.0234024525614621,"LYS4"
"YML058W-A",-1.57908662217845,0.780241221064158,9.66995458389275,0.00729645431873173,0.0234024525614621,"HUG1"
"YNCC0003C",-1.10719761292085,2.29521292069907,9.81126635627906,0.00730985287010977,0.0234253614115225,NA
"YBL101C",0.604616490433604,3.33242036558274,9.80986784392358,0.00731201115898457,0.0234253614115225,"ECM21"
"YKL057C",-0.871949295338713,2.37938577401998,9.79043832416467,0.00735852664931704,0.0235608259824021,"NUP120"
"YCR073C",0.822860190802286,1.60797260245757,9.77568391694303,0.00739614906920303,0.0236676770214497,"SSK22"
"YJL130C",-0.60188881575518,5.82580598927515,9.76718470312604,0.00741155006133615,0.0237033375884662,"URA2"
"YOR142W",-0.644664441340414,4.14165214249973,9.75268107325532,0.00744612782843372,0.0238002524389891,"LSC1"
"YDR420W",0.616123114670207,3.65943127337262,9.73708500198955,0.00748363791928951,0.0239064233703982,"HKR1"
"YIL013C",0.616932135290101,2.11300755824229,9.71439150860605,0.00753938072228046,0.0240706834069138,"PDR11"
"YPR005C",-0.801488847023285,1.52575626340604,9.70434057336555,0.00756570339208214,0.0241408805083744,"HAL1"
"YCL011C",0.573604631712418,2.47381399378843,9.69947313031735,0.00757463680643365,0.0241555428053967,"GBP2"
"YMR280C",-0.576280622069398,4.19202823090505,9.69461263732011,0.00758549739634087,0.0241763305683034,"CAT8"
"YER126C",-0.917509164019072,0.987837109779247,9.68712690650389,0.00761637115184282,0.0242604824009833,"NSA2"
"YGR264C",-0.866719417713091,3.18226780538148,9.67980636907148,0.0076220309972024,0.0242604824009833,"MES1"
"YHR210C",1.85733862899994,-0.461072518079589,9.66536828740005,0.0076249720189872,0.0242604824009833,NA
"YDL109C",0.918942498062082,0.435205106973352,9.67111345234565,0.00767314586263847,0.0243998150560657,NA
"YER050C",-1.18606138130863,2.9262549288879,9.64522183889971,0.00770706466136459,0.0244936849511861,"RSM18"
"YMR273C",0.960516141570829,2.36388551788231,9.62332006029723,0.00776199990123319,0.0246542016258223,"ZDS1"
"YPL141C",-0.80123182027363,1.20995855453829,9.60297329728168,0.00781755780231043,0.0248165118832751,"FRK1"
"YCR003W",-0.806496581681465,1.89131683732511,9.56521382858912,0.00790991571807558,0.0250953907226466,"MRPL32"
"YNL124W",0.837108285328129,1.36396658075422,9.55854014837427,0.00793170570898034,0.02515019213417,"NAF1"
"YFL034C-A",-0.811391113584986,1.21579687878449,9.55136758071686,0.00794929225720286,0.0251916102948808,"RPL22B"
"YLR021W",-0.980854079589295,0.52480458139472,9.55461752666933,0.0079575011359403,0.0252032800483024,"IRC25"
"YOL083W",0.583931859142567,2.03268640177192,9.54082165500799,0.00797115298249564,0.0252307150111892,"ATG34"
"YPR148C",-0.698456794012284,3.7109921161051,9.53851659433474,0.00797522600928395,0.0252307150111892,NA
"YFL028C",-0.704820296987074,2.12682252511169,9.53547065254086,0.00798520272126695,0.0252479322839378,"CAF16"
"YLR139C",1.17842122420339,0.578868088779615,9.54029351639024,0.00799764110852386,0.0252729090194443,"SLS1"
"YFR017C",0.690612228609494,4.07364365563056,9.52675710064231,0.00800543856159054,0.0252743383168637,"IGD1"
"YEL041W",0.699759129697475,2.2422808708147,9.52674621777936,0.00800762513273568,0.0252743383168637,"YEF1"
"YPL277C",0.789101786450419,2.75108509856787,9.52465768750465,0.00801171105051443,0.0252743383168637,NA
"YHR101C",0.695803367324864,1.00115643511589,9.53289636315642,0.00801877118061591,0.0252822864856565,"BIG1"
"YGR127W",0.694513258373349,1.64554001556573,9.51111748888642,0.00804932065247529,0.0253642430067812,NA
"YER060W",0.738454781064655,2.03895251607559,9.49783074240012,0.00808412056747344,0.0254594928278802,"FCY21"
"YLR197W",-0.844349292805929,2.42146258990044,9.48472020616954,0.00811601988425662,0.0255455052094635,"NOP56"
"YLR048W",-0.731283199175373,4.14560868824801,9.47554313983519,0.00813893471519729,0.0256031573413664,"RPS0B"
"YDL157C",-0.774181653954529,1.36157857817884,9.45764883417178,0.00819118925380389,0.0257529880097008,NA
"YML056C",-0.770260348378325,1.70583657507383,9.45300927250535,0.00820132907097067,0.0257703161778582,"IMD4"
"YGR285C",-0.561015024089175,3.65729812597623,9.4162897768562,0.00829654823781991,0.026054811386453,"ZUO1"
"YOL124C",-0.897586232545427,0.29513359672891,9.41293021257345,0.0083422000520138,0.0261834103098156,"TRM11"
"YLR117C",0.740568753727411,1.93513998430658,9.39552922542759,0.00835484744990807,0.0262083327330074,"CLF1"
"YGR034W",-0.58614259144769,3.97429104749808,9.39097864376001,0.0083647524999005,0.0262246294591475,"RPL26B"
"YFL010C",-0.797862758123609,1.10705321663111,9.38223763966758,0.00839762911250835,0.0263128862681185,"WWM1"
"YMR220W",0.657812652386325,1.627624747161,9.37383314284132,0.00841605823777654,0.0263557999257254,"ERG8"
"YER105C",0.62874184056618,3.38492027365596,9.36007439576165,0.00844953133925486,0.0264457507009393,"NUP157"
"YLR108C",0.583015861372778,3.72477491823123,9.34757020075607,0.00848366680355113,0.0265376723382993,NA
"YLR180W",-0.932663239088754,2.1765678237232,9.34571047830718,0.00849066012932005,0.0265446353734161,"SAM1"
"YDR492W",0.59142437507149,3.89890107956102,9.30902433628001,0.00859098651312961,0.0268303958478894,"IZH1"
"YBL024W",-0.634057464115031,2.06548087832798,9.30930505863649,0.00859170183131946,0.0268303958478894,"NCL1"
"YHR192W",-0.971132326772892,0.926181778053011,9.30620913852696,0.00860987139120774,0.0268720649698681,"LNP1"
"YIL088C",0.58844997885183,3.69180672862234,9.28788360729107,0.00865034910652625,0.026983273851618,"AVT7"
