"","logFC","logCPM","F","PValue","FDR","GeneSymbol"
"YNCL0019C",-2.69910062848107,0.267073921527403,27.0027084597416,0.000127377812134016,0.00111166090589686,NA
"YBL041W",-0.918192064766681,4.54706169666114,27.2211650041332,0.000128297058133482,0.00111793117321945,"PRE7"
"YJR042W",1.45843756142084,1.74569971113624,27.2253380252256,0.000128529098674937,0.00111820315847195,"NUP85"
"YDL174C",-0.892133721506113,3.98907954851848,27.1130987413515,0.000130765527592122,0.00113508965579855,"DLD1"
"YBR052C",-1.09456590647734,4.01516617729154,27.1085072183559,0.000130877794364703,0.00113508965579855,"RFS1"
"YJR133W",1.06767533814246,2.39707883690226,27.090529254491,0.000131372858139607,0.0011376113127859,"XPT1"
"YLR330W",-0.977290686887385,3.53952441512642,26.9325023188509,0.000135009531463994,0.00116728737762658,"CHS5"
"YMR181C",-0.924958624350987,4.37971499178402,26.9165033038411,0.000135379003325516,0.0011686671170798,NA
"YIL031W",-1.39081580631403,3.08431094180994,26.9001408279055,0.000135805739488528,0.00117053615707759,"ULP2"
"YOR133W",1.727148246629,6.50487389289161,26.8269124302948,0.000137534268682429,0.00118360248535358,"EFT1"
"YIL114C",1.59698822349209,1.03656682089881,26.8606717842694,0.000137842508060941,0.00118442451370883,"POR2"
"YNR059W",1.89258593150332,0.962914003489614,26.8442575453286,0.000139036140652625,0.00119284010963608,"MNT4"
"YDR406W",-1.03377035177531,4.99064622233571,26.7518270887534,0.000139389810774822,0.0011940345636834,"PDR15"
"YHR050W",1.27278355330844,3.44732035439492,26.7099921085496,0.000140453087903038,0.00119813365547816,"SMF2"
"YHR093W",-3.00194049382573,-0.0431879917069276,26.4266403573142,0.000140454303448513,0.00119813365547816,"AHT1"
"YJL144W",-1.75558776366521,3.60540480942033,26.7076678316425,0.000140513878776444,0.00119813365547816,NA
"YML080W",1.63689726755781,0.415843339085943,26.7774876299354,0.000141312204509987,0.00120309840169971,"DUS1"
"YDR090C",1.29507211517718,1.96806187046435,26.6196302329705,0.000143107527804039,0.00121652322872197,NA
"YIL123W",-1.05110182236769,1.75702952604039,26.550527150945,0.000145008657233897,0.00123080518822917,"SIM1"
"YER119C",-2.08160741395793,0.144862892172869,26.4708847001646,0.00014653293004021,0.00124184985458735,"AVT6"
"YOR381W",2.00030458506306,1.24621488577017,26.4152112339184,0.000147714920880617,0.00124996455845482,"FRE3"
"YDL004W",0.852981562203874,5.2117837598726,26.4062169466145,0.000148248819685796,0.00125257879819501,"ATP16"
"YLR372W",1.48149209456459,1.98448724639454,26.3541544149099,0.00014987666282465,0.00126441402819341,"ELO3"
"YML081C-A",-1.07202194863709,5.57124369983513,26.3082984725696,0.00015088191389911,0.00127096898122579,"ATP18"
"YML006C",-1.22778630757891,1.9979663014182,26.2725691258796,0.000152004228635002,0.00127812542977182,"GIS4"
"YJL208C",1.27309442995984,1.32816843443719,26.2818550220262,0.000152190581885546,0.00127812542977182,"NUC1"
"YFL024C",-0.942667677406629,2.44444562915782,26.2358508539544,0.000152937052487659,0.00128246010278808,"EPL1"
"YDR153C",-1.17926790907694,2.38263343674698,26.2176507378807,0.000153453714154738,0.00128427804367944,"ENT5"
"YMR125W",0.999206263214429,3.10411106710172,26.2099507483174,0.000153615153931485,0.00128427804367944,"STO1"
"YDR011W",1.04697176764603,4.82908431811894,26.1892949397942,0.000154149368101037,0.0012868121163217,"SNQ2"
"YBL007C",-0.909650014761755,3.81272600194698,26.1799638232772,0.000154423899861879,0.00128717406351938,"SLA1"
"YBL072C",0.948331863653757,5.65326799387271,26.1530058299697,0.000155156594236437,0.00129134815651492,"RPS8A"
"YPL148C",2.48468586467843,-0.0993147177111134,25.5766681220186,0.000156562908350635,0.00129998507478671,"PPT2"
"YDR272W",-1.07817845588184,3.51842552811363,26.1004758760899,0.000156661276074333,0.00129998507478671,"GLO2"
"YLL023C",-1.16765200208288,2.6124796240341,26.0621477218824,0.000157801697131038,0.0013074997762286,"POM33"
"YBR284W",-1.2263366002809,1.99250858843765,26.0552993205383,0.000158080251606724,0.00130786157644315,NA
"YDR267C",1.60084703983588,0.853694592349511,26.0869237588138,0.000158759829476706,0.00131079017851089,"CIA1"
"YLR172C",1.30740955637734,1.77204611123855,26.0301094342154,0.000158905059356115,0.00131079017851089,"DPH5"
"YOL072W",1.69093298674632,1.10814425020526,26.0205523528265,0.000160447786804343,0.0013215581019624,"THP1"
"YKL201C",-1.48027239114614,4.93803598089093,25.9075884930214,0.000162209427619157,0.0013340946720583,"MNN4"
"YMR316C-A",-2.03433944563369,0.402754074124318,25.8771146554186,0.000164868828716678,0.00135332917152663,NA
"YOR209C",1.15302994743977,2.4730438596866,25.81597259349,0.00016503421470305,0.00135332917152663,"NPT1"
"YLR262C-A",-1.1478184263236,2.99893656086695,25.7764917329713,0.000166191136488849,0.00136081212936752,"TMA7"
"YDR529C",-1.10946728182982,6.53701497300485,25.7525796627149,0.000166846469629699,0.00136417201600318,"QCR7"
"YER048W-A",1.15442250239691,1.70482855379403,25.7443799360439,0.000167392384977617,0.00136662873835099,"ISD11"
"YDR385W",1.69089148653151,6.55739017567606,25.7145771351758,0.000168007260124448,0.00136891864367914,"EFT2"
"YIR007W",-1.29875119815342,1.7485914977444,25.710121059485,0.00016838673224129,0.00136891864367914,"EGH1"
"YCL057C-A",-0.966224506886746,4.54883625580036,25.7017106100588,0.000168410429403773,0.00136891864367914,"MIC10"
"YPL226W",1.50885537347359,3.80962839034541,25.6605161302827,0.000169708400219752,0.00137745826883904,"NEW1"
"YAR003W",1.87315105867055,1.44143031822668,25.6527626101325,0.00017111048767731,0.00138681687829296,"SWD1"
"YFL028C",1.21387322392367,2.12682252511169,25.5842589588908,0.00017222637564212,0.00139383206333622,"CAF16"
"YOR142W",1.06235675458718,4.14165214249973,25.5028127934576,0.0001746647580019,0.00141151432881652,"LSC1"
"YMR242C",1.02862981505771,4.29960655754631,25.4311911543383,0.000176974703972812,0.00142810891553713,"RPL20A"
"YMR215W",1.07920515352504,1.97937935388998,25.4267300243719,0.000177302808310375,0.00142868601544453,"GAS3"
"YLR342W-A",-2.03161921826968,1.82933947721263,25.4065478271263,0.000178150891211649,0.00143043090318833,NA
"YHL002W",-1.03110644854739,3.03217733395467,25.3925843018376,0.000178274597427383,0.00143043090318833,"HSE1"
"YMR253C",-1.11800973954092,2.37592438024884,25.38956133327,0.000178427076713756,0.00143043090318833,NA
"YPR060C",1.2854806304986,1.15097051466207,25.4073689990086,0.000178546960796676,0.00143043090318833,"ARO7"
"YMR255W",-1.34164476642539,2.84437326877742,25.3707701787254,0.000179011575381798,0.00143209260305439,"GFD1"
"YFR010W",-0.963749098570791,4.32858226816155,25.3419931735496,0.000179901989129328,0.0014371510408495,"UBP6"
"YJR111C",-1.43074126252404,1.1077825004692,25.3700810774256,0.00018030597312418,0.00143831469678429,"PXP2"
"YGL037C",-1.04055453461346,4.98441241574094,25.3002759165932,0.000181283464334119,0.00144322678759317,"PNC1"
"YNL280C",1.76543944417685,1.78444756531197,25.3146889477729,0.000181440149302303,0.00144322678759317,"ERG24"
"YPR010C-A",-1.52430926611244,6.853301502182,25.274115712407,0.000182158662353889,0.00144528978440926,NA
"YGL054C",-1.07591619513132,4.02250101367941,25.2728671723286,0.000182218647387805,0.00144528978440926,"ERV14"
"YDR239C",-1.42668209022529,2.03013341204005,25.256003773652,0.000182967548065182,0.00144916544470403,NA
"YDR320C-A",-1.16105313752074,2.27568196693612,25.229780075786,0.000183858106039795,0.00145415047504202,"DAD4"
"YJR085C",-0.894266621832592,3.99588029011996,25.2058864490062,0.000184490718356487,0.00145708414157294,NA
"YPR010C",1.72130498585989,2.96527829157232,25.1465296294758,0.000186609708329965,0.00147173209062499,"RPA135"
"YDR421W",1.0162277615349,2.3799573421415,25.137820992152,0.000186931997753023,0.00147218863294036,"ARO80"
"YIL018W",1.16789830417297,5.1047612889091,24.9811774374211,0.000192329819278913,0.00151255993466806,"RPL2B"
"YCL058C",-1.44261387958902,3.46973494147468,24.9292398160781,0.000194236403070159,0.00152343740077653,"FYV5"
"YKL138C",-1.57508444073913,2.22353730404108,24.9405670950906,0.00019426015706741,0.00152343740077653,"MRPL31"
"YDR414C",1.42831431121347,0.94911301336957,24.8778823322655,0.00019743845003725,0.00154618465514404,"ERD1"
"YGR138C",0.940202111523924,4.52625674061702,24.798679657325,0.000199001050340485,0.00155623293299975,"TPO2"
"YJL100W",-1.06648443349289,2.16514312219581,24.759884640555,0.000200583932128471,0.00156641140826273,"LSB6"
"YOR008C",0.928485491853137,2.99482151381637,24.7351962824671,0.000201434484964124,0.00157085043736729,"SLG1"
"YIL006W",1.66119596601463,0.943458680156198,24.7837923038217,0.00020228753849722,0.00157529652356996,"YIA6"
"YIL167W",1.54969156052278,2.03611279885838,24.7027369674125,0.000203021080734242,0.00157760613602446,"SDL1"
"YHR123W",1.35956030848689,1.55215058093038,24.6964716460549,0.000203326708935211,0.00157760613602446,"EPT1"
"YFR036W",-1.23507577592524,1.06539897222929,24.7009485348279,0.00020343412458074,0.00157760613602446,"CDC26"
"YJR161C",0.909340618478287,5.27198729146724,24.663332263503,0.000204103202477698,0.00158059336772716,"COS5"
"YOL136C",1.39864354192438,3.0956438826522,24.5907783113569,0.00020706598752257,0.00160131030350787,"PFK27"
"YCR061W",-1.39097085474586,1.42417862236313,24.5955753727928,0.000207778459538675,0.00160459148781046,NA
"YDR132C",1.62915559796144,1.32085502177476,24.5792890906244,0.000208472821979782,0.00160772392352275,NA
"YLR201C",-0.988198412531163,2.60577329141612,24.5328095333915,0.000209258973194609,0.00161155458194687,"COQ9"
"YLR227W-B",-2.38908091086726,2.28876320424907,24.5210339850487,0.000209926724067319,0.00161237355974604,NA
"YPL236C",1.25115332630856,1.30031270772917,24.5341558404367,0.000210321907799427,0.00161237355974604,"ENV7"
"YGR009C",-1.26855414021383,3.80947007513512,24.5020940777461,0.000210411723078931,0.00161237355974604,"SEC9"
"YBR107C",1.71481460185024,0.821802173948111,24.5605139742733,0.00021108152855621,0.00161237355974604,"IML3"
"YMR079W",1.59912094024818,1.69532078075811,24.4968006040903,0.000211092255988107,0.00161237355974604,"SEC14"
"YNL118C",-0.958727213352479,3.73861305388056,24.4829451857638,0.000211172925702889,0.00161237355974604,"DCP2"
"YPR151C",-1.49745732143176,2.90185834487559,24.478763341436,0.000211392366848888,0.00161237355974604,"SUE1"
"YOL142W",1.02560037043195,1.76761141168151,24.4253686409684,0.000213744197283131,0.00162498710169585,"RRP40"
"YBR208C",1.44282474766768,5.14228336378331,24.4157647389975,0.000213861919768917,0.00162498710169585,"DUR1,2"
"YGR161W-C",1.57153168955232,0.873213324671027,24.4600728943764,0.000213921613782877,0.00162498710169585,NA
"YJL137C",-1.2261474886299,2.13675172675199,24.3912902350348,0.000215008923963665,0.00163102137415489,"GLG2"
"YDL024C",-1.18411749346905,1.9861683572861,24.3607633887829,0.000216292080619942,0.00163630344745585,"DIA3"
"YDR334W",-0.960373829573093,3.2183255446746,24.35662087159,0.000216292984433819,0.00163630344745585,"SWR1"
"YPL054W",-1.20310406785703,2.12104804578978,24.3327134784716,0.000217554672821935,0.00164361522153668,"LEE1"
"YNR051C",-1.89624276027611,4.3428742769044,24.2795060424781,0.000219452811076872,0.00165570901365315,"BRE5"
"YPL274W",1.84272289521193,2.84508094481106,24.2690832606319,0.00022021736728647,0.0016592290947917,"SAM3"
"YBR101C",-1.3644106933333,4.5157790581911,24.2484676927484,0.000220751197942283,0.0016608098972269,"FES1"
"YLL041C",1.01405936731447,5.01409149670394,24.2415179706894,0.000221023730934829,0.0016608098972269,"SDH2"
"YHR215W",1.18090466929612,2.01053187282851,24.225914512504,0.0002220298240873,0.0016661213753613,"PHO12"
"YMR092C",1.05293467355452,2.80109742475414,24.1695996809979,0.000224152867289374,0.00167832762202292,"AIP1"
"YPL179W",1.16503510221384,4.37123948951596,24.1653752337642,0.000224259294322028,0.00167832762202292,"PPQ1"
"YPL110C",1.03931596929756,2.41742420967608,24.1263026978592,0.000226116965808975,0.00168995874580453,"GDE1"
"YLR088W",1.13811597102114,1.46950722803221,24.1069653741083,0.000227294127434874,0.00169647949270426,"GAA1"
"YGL186C",-0.914411389383338,4.17348313505582,24.0839330228529,0.000227768256841963,0.00169774250883005,"TPN1"
"YLR142W",0.872744204414272,6.91018893960914,24.0313726668751,0.000230044000124012,0.00171241309183222,"PUT1"
"YKL222C",-1.13374607423758,2.58155125226829,23.9754710719455,0.000232624529106908,0.00172931025109114,NA
"YOL077W-A",-1.52247800880737,5.26051048619601,23.9659606748066,0.000232950972332158,0.00172942801859394,"ATP19"
"YMR133W",1.82561332170973,0.482097331662075,24.0387536019438,0.000233769701646102,0.00173319533790345,"REC114"
"YMR243C",1.18577755055245,3.40081262005322,23.9331750688687,0.000234455466879693,0.00173596813774751,"ZRC1"
"YKL002W",-0.993800448786776,3.87635124921315,23.8967596362172,0.000236069603923253,0.00174559834614167,"DID4"
"YJL205C",-1.15684703101387,2.35301595721598,23.8702578935477,0.000237396688419338,0.00175308323755819,"NCE101"
"YOL042W",1.23540782012667,1.2202966253632,23.8970958813097,0.000237715068773184,0.00175310927540277,"NGL1"
"YLL010C",-1.22090420811196,1.26007746708684,23.8460219226609,0.000239035404969948,0.00176051472866756,"PSR1"
"YGL119W",1.33028136093215,1.92690001732506,23.7549847116534,0.000242882251920198,0.00178600944775523,"COQ8"
"YOR164C",1.34353844814038,1.53435026352361,23.7579060755555,0.000243138498814379,0.00178600944775523,"GET4"
"YKR098C",-1.41512354038787,1.32159080712,23.74136271781,0.000244155081329216,0.00179111395631235,"UBP11"
"YJL177W",0.857037466753807,3.51572749917171,23.7086371888015,0.000244778538814509,0.00179332487384103,"RPL17B"
"YJL046W",1.38199992840142,0.895350421513837,23.7294172318479,0.000245634697280851,0.00179723258141889,"AIM22"
"YPR145W",0.792815799139093,3.79979469549183,23.6405560398646,0.000247998139587515,0.0018121438861198,"ASN1"
"YAL021C",1.70463221597776,2.0599940136287,23.6171942912001,0.000249701135002482,0.00182211608818064,"CCR4"
"YKL176C",1.40320053864838,3.1549224238457,23.6002808896258,0.000250017365547775,0.00182211608818064,"LST4"
"YCL018W",1.31968570324328,3.78275358157107,23.5256187356748,0.000253667763394415,0.00184453599651502,"LEU2"
"YDR482C",-1.26711377650672,1.10827388494111,23.5391432813568,0.00025375620929068,0.00184453599651502,"CWC21"
"YGR142W",-2.13293343704958,7.03495173767641,23.4496813746222,0.000257343095038016,0.00186816995198393,"BTN2"
"YOR168W",1.11558430499785,1.98170583588079,23.4112537720057,0.000259660880974791,0.00188200647178242,"GLN4"
"YKL065C",-0.956828401009451,3.56063262720062,23.3933092458473,0.00026018526832767,0.00188200647178242,"YET1"
"YKL081W",1.02897243377946,2.38509174037685,23.3891505831918,0.000260525502017694,0.00188200647178242,"TEF4"
"YER164W",-1.00291784931333,3.63220512399723,23.3850614861057,0.000260601111663838,0.00188200647178242,"CHD1"
"YDR137W",1.27521967772592,1.58277487056564,23.3636776037086,0.000262409450423354,0.00189261116574772,"RGP1"
"YEL064C",1.86615879927174,1.4239322856242,23.2997812369566,0.000266881193598446,0.00192237320304805,"AVT2"
"YMR320W",5.14543747483113,0.156863168563254,25.7960008753726,0.000267562999236225,0.0019247942890792,NA
"YMR013C",1.26876409700945,1.29815111173587,23.2550670579437,0.000268425673569187,0.00192850858120417,"SEC59"
"YMR188C",-1.21076162040305,3.38875139636563,23.2145374862097,0.000269432311955915,0.00193253656302415,"MRPS17"
"YHR186C",1.08982067047473,2.4516044795068,23.2138776098843,0.000269680479430633,0.00193253656302415,"KOG1"
"YIL094C",0.873704289665591,2.89098236931027,23.1999161282965,0.00027021932565898,0.00193390900420206,"LYS12"
"YNL193W",-0.929841410089912,2.65144306527077,23.1890759727595,0.000270815093266146,0.00193568477446201,NA
"YOR096W",1.10525468218208,3.87194181753502,23.162588535908,0.000272145325145698,0.00194269893642467,"RPS7A"
"YPR101W",1.82959886380104,1.14913512054319,23.1478917992898,0.000274711584489349,0.00195824877435316,"SNT309"
"YGR019W",-1.12529801793505,2.55009327352767,23.1117902296682,0.000275027036915261,0.00195824877435316,"UGA1"
"YKR093W",0.969392016993615,4.95580919925485,23.0449481667103,0.000278480536296423,0.00197888396283017,"PTR2"
"YDR418W",0.879864751312072,4.61233487780934,23.0420079241795,0.000278635960283559,0.00197888396283017,"RPL12B"
"YGR061C",1.43844525842159,3.84251364822433,23.0207022435348,0.000279831482389598,0.00198484292222329,"ADE6"
"YNL006W",1.04429598399542,2.24516756104846,23.0115482663469,0.000280489716607476,0.00198698058787586,"LST8"
"YLR049C",-1.02058990991112,1.78253423120607,22.9789734201285,0.000282404006607406,0.00199799937584503,NA
"YGR154C",1.16726017258453,1.5913224127658,22.9610609993363,0.000284235807923408,0.00200840733314408,"GTO1"
"YBR056W-A",1.90809006044517,0.476741760550675,23.019649848069,0.000286071487579272,0.00201881627736551,NA
"YKL134C",1.0841609902004,1.97908909565806,22.8838987801197,0.000287714622640837,0.00202784179603061,"OCT1"
"YLR019W",-0.891353674085348,2.77186123117847,22.8731186002144,0.000288141810345952,0.00202828520860463,"PSR2"
"YJL084C",-0.903643263525499,3.12742709030254,22.8135548685682,0.000291539080986965,0.00204884498825156,"ALY2"
"YHR037W",0.895311315323481,6.01566948441065,22.8075279780977,0.000291798504971891,0.00204884498825156,"PUT2"
"YDR101C",1.18046392692185,1.66731839602605,22.8068278867355,0.000292314188612864,0.00204988085918945,"ARX1"
"YBR183W",-1.00130713183569,3.32747479664297,22.7747075312947,0.000293754980359749,0.00205710539525781,"YPC1"
"YGL005C",1.37132223507792,1.42603069067685,22.7860443075725,0.000294083314408264,0.00205710539525781,"COG7"
"YCR028C-A",0.864429072205454,2.36192183644601,22.7477153629011,0.000295433367415972,0.00206320936254785,"RIM1"
"YKL100C",-0.981359084863388,3.30050214795744,22.7413907504076,0.000295697031485845,0.00206320936254785,"YPF1"
"YLR094C",-1.31744800206195,1.44536768050005,22.6735976858534,0.000300402380461309,0.00209341733968532,"GIS3"
"YER088C",-1.1464802300426,4.22686405976168,22.6055283652671,0.000303746249413665,0.00211407389591911,"DOT6"
"YOR329C",-1.00435724840493,2.2745111456151,22.5973980350769,0.000304378973282868,0.00211583286297005,"SCD5"
"YKL163W",-1.25913349593684,5.3960835782084,22.5837085430468,0.000305044752733352,0.00211781693668242,"PIR3"
"YDL053C",-1.46321309903905,2.10810416248949,22.5504209144042,0.000307365443081415,0.00213127121678371,"PBP4"
"YPR138C",1.18186659631336,3.13244719168028,22.4830163470633,0.000311306560930548,0.0021532752567231,"MEP3"
"YHR114W",-1.21080129107743,1.50026691077154,22.4901874948298,0.000311312245269773,0.0021532752567231,"BZZ1"
"YLR115W",-0.995007072644822,2.23955276451801,22.427435699919,0.000314877810555339,0.00217495847679812,"CFT2"
"YFL016C",-1.6057255222739,4.46729552727513,22.4193720223028,0.000315228356820417,0.00217495847679812,"MDJ1"
"YDR091C",2.10324346623766,2.25131244675742,22.3925387229127,0.000317555974632006,0.0021883065182562,"RLI1"
"YML126C",1.20601352983393,3.69380159146643,22.3549838090795,0.000319337282829418,0.00219786154609914,"ERG13"
"YOR328W",1.09094506917982,1.99397288680218,22.3484314963518,0.000320105530334221,0.0022004291270382,"PDR10"
"YCR032W",1.12535208899537,2.9127413624529,22.3302218230471,0.000321189014758631,0.00220515466606173,"BPH1"
"YOR058C",1.09696079678879,3.15203816085764,22.3191340155394,0.000321674997010454,0.00220577140807168,"ASE1"
"YOR335C",1.02382089406749,3.8506701131513,22.2252857417713,0.000327753459439317,0.00224468789933348,"ALA1"
"YMR140W",-0.915408405161338,2.48123455093095,22.1821893247847,0.00033070507269179,0.00226212020239298,"SIP5"
"YLR153C",1.39612241601359,4.59838285460305,22.1690260456573,0.00033145937770799,0.00226449793261115,"ACS2"
"YFR050C",-0.863980302132767,3.6465199876434,22.1556352306798,0.00033237480862753,0.00226796928239961,"PRE4"
"YDR329C",-0.829797119651583,3.07145157504668,22.1305834016067,0.000334095924878863,0.0022752711452393,"PEX3"
"YCL020W",1.06887251439543,4.25650285205828,22.1278081343128,0.000334262176150458,0.0022752711452393,NA
"YKL160W",-1.06769038881354,3.42619556680231,22.0908765104422,0.000336778367421753,0.00228959945031053,"ELF1"
"YNL031C",0.837931406659303,5.81127573080336,22.0774446276328,0.000337616020354661,0.00229249512357897,"HHT2"
"YOR332W",-0.792600216221226,4.5183107382795,22.0259625139913,0.0003411587382486,0.00231372942091133,"VMA4"
"YER186C",1.29621562102659,2.17992987603767,21.9951315646464,0.000343756433795985,0.0023280723393231,NA
"YOL045W",-0.95239076287652,2.21230399418707,21.9863957875993,0.000344109830327391,0.0023280723393231,"PSK2"
"YGR056W",-0.963578768413233,1.72127125069906,21.9405741110014,0.000347479229698738,0.00234801498903225,"RSC1"
"YNCB0014W",1.21144748841363,1.11543171821019,21.9372555346308,0.000349381505450151,0.00235800754223811,NA
"YER009W",1.06591990136261,2.89077440357906,21.9001792368246,0.000350060862516917,0.00235973230326174,"NTF2"
"YPL247C",-1.26547718054757,1.5448362494641,21.8703443777242,0.000352645908414304,0.00237428345592605,NA
"YJL075C",-2.37343985884193,0.834093347989097,21.8821906841894,0.000354831058556173,0.00238012731743501,"APQ13"
"YIL115C",-0.946291157842916,3.65351484643432,21.8288946615504,0.000355095066621314,0.00238012731743501,"NUP159"
"YFR033C",-1.79746098022921,7.39341561172445,21.82788605349,0.000355126987559569,0.00238012731743501,"QCR6"
"YNCJ0030W",1.72442735242275,4.17805764634758,21.8271420553934,0.000355223742957703,0.00238012731743501,NA
"YCL045C",1.04883755961444,2.75764398517522,21.7690014343649,0.00035957881907021,0.00240641209685449,"EMC1"
"YGR204W",-1.07159985716554,3.73780071594744,21.7516043085587,0.00036073139657828,0.00241122739033357,"ADE3"
"YDR012W",1.24444398028164,5.2140445030854,21.6616929655909,0.000367372432766206,0.00245169760519717,"RPL4B"
"YLR014C",1.75710812907069,1.03801073263777,21.7142229031567,0.000367666576928814,0.00245169760519717,"PPR1"
"YGR008C",-1.64021757046092,4.83661879085216,21.6103063160179,0.000371284104767969,0.00247285872649289,"STF2"
"YGL027C",1.11904523951991,2.3283434601879,21.5893801849708,0.000373093919133655,0.00247919434935498,"CWH41"
"YLR141W",-1.58299550734623,0.506877804604562,21.6500476724177,0.000373125873699619,0.00247919434935498,"RRN5"
"YML051W",1.39351100893173,2.50223613330243,21.557134410737,0.000375690939322916,0.00249326239588795,"GAL80"
"YDR384C",-2.05597981635262,0.289929650018429,21.6023684257159,0.000377110720175186,0.00249970534516123,"ATO3"
"YNL168C",1.48794320893171,1.87439876825783,21.5192131140602,0.000378849020824462,0.00250260574092464,"FMP41"
"YLR384C",0.905776285545855,3.53586125249546,21.5118034456252,0.000378886919758745,0.00250260574092464,"IKI3"
"YHR012W",1.38104388320153,1.5721251645095,21.520518270549,0.000378896666594733,0.00250260574092464,"VPS29"
"YML032C",0.932482244459768,1.69519285052693,21.5075804960729,0.000379625306347851,0.00250311975300533,"RAD52"
"YPR098C",-0.783914400477657,3.87300103180962,21.4987155341024,0.000379873597573545,0.00250311975300533,NA
"YGR204C-A",-2.31716430967413,0.340079086234284,21.4918432422487,0.000385786646751269,0.00253813625989586,NA
"YGR161W-A",1.07472981793579,4.42793495388482,21.4199353709818,0.000386099391546658,0.00253813625989586,NA
"YJL008C",1.08633170645469,2.81625215378828,21.3991980843409,0.000387823142648258,0.00254480814004229,"CCT8"
"YFL044C",1.58354308076035,1.44840356963725,21.4145760559425,0.00038802839635343,0.00254480814004229,"OTU1"
"YNL121C",-0.874846896612845,5.03468274508476,21.3550866988403,0.00039124083010228,0.00256036001937447,"TOM70"
"YDR354W",1.0913118225412,1.51988011871221,21.3648125075936,0.000391319392328965,0.00256036001937447,"TRP4"
"YIL103W",1.06825210376,1.70834241897452,21.3528099254426,0.000391943691340725,0.00256143482791685,"DPH1"
"YOL032W",-1.25396696777638,3.01798289953678,21.3356065976528,0.000392909167154288,0.00256473416496492,"OPI10"
"YCL067C",-2.03650817945903,3.81665319873915,21.3137752252655,0.0003946588462053,0.00257208285999031,"HMLALPHA2"
"YLR263W",-1.22675335430519,1.87458344824982,21.3138346812635,0.000394958844341184,0.00257208285999031,"RED1"
"YGR227W",1.11466142974205,1.63486885511382,21.3077967953144,0.000395678817738542,0.00257376128173856,"DIE2"
"YBL086C",-1.43460416872951,2.67613854941204,21.285728267917,0.000397027502850743,0.00257952057861486,NA
"YAL007C",1.13571507625113,1.84702350636026,21.2633583557009,0.000399318156768166,0.00259136091941269,"ERP2"
"YMR046C",2.04236473555285,-0.126811116427807,21.0313347206645,0.000399780716554508,0.00259136091941269,NA
"YOR171C",1.02332326993646,2.92020908421445,21.2284519226518,0.000401747904745322,0.00259857458380127,"LCB4"
"YOR020W-A",-0.828213625248946,2.84899465854269,21.2271165035882,0.000401826996525304,0.00259857458380127,NA
"YOR182C",-1.09863233070437,5.66319848113095,21.2165127590622,0.00040260391726069,0.00260057843539156,"RPS30B"
"YGL076C",0.818221171877483,4.35896589360742,21.1927862529975,0.000404609182350032,0.0026105028126593,"RPL7A"
"YOR207C",1.49182397289459,2.64265590549689,21.1847209955959,0.000405483530955782,0.00261311608838171,"RET1"
"YPL118W",-0.876425229512229,3.04657771921789,21.1637509250366,0.000407123226780435,0.00262064985747221,"MRP51"
"YML009C",-0.994539057193337,3.0161795076236,21.1528801248124,0.000408129507812646,0.00262409364838431,"MRPL39"
"YAL029C",0.984262379084204,3.32678021313601,21.1412053563434,0.000409014038853394,0.00262512259921823,"MYO4"
"YJL012C",1.45741370164763,2.75454092164417,21.1402566335385,0.000409232474159739,0.00262512259921823,"VTC4"
"YBR084W",1.39173952617976,2.29339490636587,21.1102446899879,0.000411858064127434,0.00263892485737808,"MIS1"
"YDR173C",-1.2257811059308,2.48800812026068,21.076238498705,0.000414682647627243,0.00265396894481435,"ARG82"
"YBR256C",-0.965089354183527,3.71597792717668,21.0665450951662,0.000415397540977711,0.00265549197263363,"RIB5"
"YLL015W",1.04541438310182,3.67889411896038,21.0533748454819,0.000416525373331504,0.00265652019025695,"BPT1"
"YAR014C",1.2981081595537,1.80440324561913,21.0568555049151,0.00041709095448934,0.00265652019025695,"BUD14"
"YPL218W",1.07328813763752,3.92016822550158,21.0433943739404,0.000417371485234211,0.00265652019025695,"SAR1"
"YJL109C",1.46531735967375,2.51500537055106,21.0448647324763,0.000417466804323785,0.00265652019025695,"UTP10"
"YGL035C",0.958895642444684,1.9369784346672,21.0390387487459,0.000418271933952524,0.0026571194481115,"MIG1"
"YOL090W",1.16356896002181,1.24785795000146,21.0304534298969,0.000419608979923691,0.0026571194481115,"MSH2"
"YJR077C",1.118163290635,5.67100184841223,21.0141511522931,0.000419885341917648,0.0026571194481115,"MIR1"
"YOR196C",0.891449173783043,3.05550341238973,21.0142191302264,0.000419973289578903,0.0026571194481115,"LIP5"
"YEL034W",0.88559165982852,5.21584135529782,21.0092857142908,0.000420318208923466,0.0026571194481115,"HYP2"
"YDL165W",-0.907938638348546,2.09134578954522,21.0110721922965,0.000420424251757585,0.0026571194481115,"CDC36"
"YNCN0005C",1.74600656726877,7.3487129437047,20.9646082263473,0.000424244788687029,0.00267586230121736,NA
"YKL216W",1.1656046770593,1.5660064752581,20.9713609324932,0.000424351007897795,0.00267586230121736,"URA1"
"YOR181W",-1.68853598779487,0.892867598210242,20.9852011560055,0.000425149744124639,0.00267786626163574,"LAS17"
"YDL018C",1.4758234939788,0.735117782342063,20.9876715022581,0.000425881211234806,0.00267804258737781,"ERP3"
"YPR021C",1.12756365667847,2.593994023851,20.9454739314454,0.000426139678954157,0.00267804258737781,"AGC1"
